Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,214.31,389.1,534.1,90.74,606.96,24.44,1.56,5.73,0.738,0.028,2.01,24.55
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,470.86,532.84,103.97,67.13,1517.85,10.11,1.61,15.69,1.575,0.052,1.71,97.24
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,495.85,604.39,94.82,135.15,1197.91,7.48,1.57,14.24,1.261,0.043,6.08,111.88
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,333.42,397.9,153.78,82.98,667.67,19.19,1.5,11.31,1.376,0.042,5.96,59.33
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,117.65,269.25,858.48,40.44,439.86,10.09,2.2,4.94,0.495,0.015,1.06,14.74
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,1483.11,4084.57,153.63,4.62,16458.5,2.07,2.39,96.79,0.979,0.026,3,684.68
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,945.57,513.34,15.94,39.92,106.33,3.57,0.24,2.97,0.272,0.018,0.92,23.3
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,53.49,110.68,614.85,36.24,266.52,9.8,0.49,2.62,0.272,0.018,1.3,16.48
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,98,274.6,748.71,1388.06,290.41,40.33,0.6,6.28,0.796,0.007,11.93,91.76
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,2580.76,5272.83,111.31,0.57,12009.95,25.69,2.01,55.13,1.542,0.043,1.4,298.84
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,64.05,166.52,831.49,86.9,224.13,8.49,0.67,4.28,0.348,0.007,1.64,21.22
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,1295.96,4364.19,115.25,31.79,4280.56,395.95,1.68,27.83,0.13,0.112,5.01,135.92
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,56.85,124.72,157.46,103.27,468.01,389.93,0,12.87,0.13,0.007,7.09,60.35
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,1468.78,5894.78,202.92,125.03,10204.89,6.16,2.42,39.46,1.467,0.007,1,232.25
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,44.6,199.25,226.09,573.03,142.14,22.59,0,1.19,0.272,0.018,0.44,11.46
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,1212.17,686.26,112.5,51.77,206.33,16.65,0,6.74,0.13,0.007,1.38,26.81
"Sedimentary Rocky Cape Group Cowrie Siltstone Irishtown, Tas, Australia",Sedimentary,0,73.06,198.1,378.61,96.98,307.5,108.56,0.58,4.53,0.13,0.023,2.67,21.88
"Sedimentary Rocky Cape Group Cowrie Siltstone Smithton, Tas, Australia",Sedimentary,0,132.24,856.18,2675.65,6.94,2025.23,17.52,2.57,40.23,0.756,0.055,1.78,3597.37
"Sedimentary Rocky Cape Group Cowrie Siltstone Smithton, Tas, Australia",Sedimentary,0,264.3,573.88,9134.71,297.92,4948.98,23.69,4.75,73.97,0.899,0.095,12.62,5584.45
"Sedimentary Rocky Cape Group Cowrie Siltstone Smithton, Tas, Australia",Sedimentary,0,155.85,736.17,4429.19,1646.91,2907.9,20.7,2.73,41.61,0.749,0.047,4.59,3888.66
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,28.24,330.25,153.83,140.72,17812.14,14.12,8.07,1350.31,0.12,0.069,16.76,248.68
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,33.83,361.1,197.58,254.83,19798.81,24.9,11.21,1518.16,0.128,0.092,19.66,320.61
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,33.7,306.58,187.4,214.43,18615.31,24.29,8.55,1504.77,0.13,0.08,20.05,280.92
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,30.68,399.9,139.08,44.95,19226.15,9.97,9.33,1334.44,0.13,0.078,21.76,300.76
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,23.14,277.83,136.37,122.72,19731.81,12.84,7.56,1774.88,0.061,0.064,17.49,262.03
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,13.88,183.93,112.16,33.8,19644.01,10.92,5.38,2084.02,0.084,0.038,11.93,152.7
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,30.09,352.43,223.53,461.62,19990.7,40.03,11.39,1570.2,0.26,0.103,15.02,296.03
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,26.8,409.69,129.15,450.99,19643,11.5,9,1711.22,0.119,0.081,21.18,266.79
"Sedimentary Roper River Valkyrie Fm McArthur Basin, NT, Australia",Sedimentary,0,26.36,265.42,160.81,412.27,16955.78,17.02,8.1,1443.95,0.13,0.061,18.19,201.19
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,0.42,1465.57,1804.82,80.34,65.15,5.56,17.28,53.14,0.13,0.031,3.52,739.04
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,13.8,696.74,279.42,55.15,30.19,24.58,16.28,20.29,4.324,0.144,1,244.06
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,11.16,775.52,309,52.53,26.98,66,14.92,15.29,4.009,0.007,1.05,236.95
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,9.71,623.5,149.15,48.22,17.69,2.87,24.68,18.3,3.337,0.007,1.61,243.66
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,10.48,664.32,255.64,47.61,17.56,2.99,34.85,23.39,2.946,0.008,1.71,226.41
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,0.1,2277.08,564.97,70.22,44.29,15.33,8.87,93.07,0.13,0.034,4.75,259.96
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,11.02,670.19,146.58,19.68,9.17,2.72,19.49,20.1,1.154,0.005,1.44,141.54
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,12.57,576.84,180.57,73.36,27.15,18.16,18.85,28.8,2.723,0.006,1.64,172.1
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,12.19,711.74,182.18,21.66,16.83,4.34,31.81,15.55,3.225,0.01,1.28,287.41
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,10.08,663.71,255.65,37.08,16.52,4.15,35.39,26.25,2.973,0.005,1.65,281.37
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,19.05,932.93,390.76,104.72,25.76,90.3,18.83,21.3,4.282,0.007,2.12,277.52
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,0.32,1429.59,1789.2,78.08,69.69,5.6,17.68,36.25,0.13,0.007,3.2,864.93
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,10.27,675.67,124.56,24.83,5.23,2.48,18.55,14.94,1.762,0.004,2.24,219.22
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,13.25,640.94,216.49,91.2,13.97,256.72,23.09,30.33,3.303,0.011,2.3,147.6
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,13.8,714.56,262,73.27,99.99,16.77,13.21,19,4.896,0.071,1.23,215.63
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,0.25,1491.2,1302.85,26.41,32.12,6,13.33,25.44,0.13,0.007,2.3,461.8
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,11.92,712.28,227.64,51.86,13.96,7.11,25.68,32.44,2.583,0.004,1.58,214.76
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,12.23,598.54,292.42,134.78,15.86,4.22,30.07,22.93,3.124,0.014,1.18,329.98
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,11.83,651.78,368.61,41.79,17.02,25.22,38.21,30.14,2.707,0.008,3,223.68
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,13.08,721.59,197.66,61.36,16.98,2.27,28.71,19.42,1.691,0.012,1.51,237.71
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,0.22,1578.1,424.1,56.36,31.69,28.34,5.13,44.21,0.13,0.007,0.92,168.28
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,10.15,654.78,159.99,44.01,10.52,2.63,24.35,17.6,2.551,0.005,2.28,159.28
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,11.03,692.83,146.38,48.91,13.1,2.73,23.08,18.73,2.197,0.003,2.17,194.72
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,15.6,777.19,239.62,82.65,22.85,20.28,33,63.73,2.944,0.029,3.37,271.42
"Sedimentary Tanami Group Upper Callie Member, Dead Bullock Formation Tanami, NT, Australia",Sedimentary,0,23.89,1103.35,462.49,163.03,112.15,75,14.65,47.08,5.119,0.007,2.98,284.6
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,298.53,427.92,125.11,3.22,259.71,3.48,0.37,7.64,0.167,0.014,0.14,98.27
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,451.56,343.52,270.92,53.34,213.92,0.31,0.81,19.73,0.344,0.015,0.48,215.56
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,357.79,478.18,87.35,49.74,406.56,11.9,1.51,36.86,0.898,0.121,1.07,300.85
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,54.69,18.44,7.95,11.74,15.9,0.15,0.08,0.55,0.096,0.007,0.13,15.2
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,56.64,51.19,33.97,27.95,23.3,0.16,0.33,1,0.135,0.008,0.57,34.73
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,315.01,590.29,131.53,113.06,115.54,7.35,0.83,12.69,0.653,0.061,1.05,195.01
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,20.67,163.06,212.05,76.72,21.19,0.46,0.27,0.85,0.13,0.009,0.11,28.93
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,320.4,592.69,55.84,4.35,205.99,5.62,0.2,4.67,0.292,0.007,0.12,80.56
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,411.49,585.74,109.8,55.88,510.97,14.08,1.95,46.21,1.186,0.151,1.24,369.86
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,15.03,19.75,81.63,21.08,23.01,0.06,0.16,1.14,0.272,0.018,0.31,33.72
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,312.13,566.97,485.03,12.85,334.14,11.27,0.42,20.1,0.411,0.012,0.58,221.63
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,1045.9,155.09,82.48,10.71,112.51,0.01,0.05,0.2,0.089,0.007,0.01,10.35
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,278.9,329.53,155.91,81.93,111.15,0.81,0.75,17.98,0.472,0.032,0.54,283.12
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,14.28,11.03,14.29,5.17,14.42,0.05,0.13,0.57,0.158,0.007,0.08,13.32
"Sedimentary Yeneena Warrabarty Yeneena Basin, WA, Australia",Sedimentary,0,233.2,419.32,1005.1,125.22,116.96,1.18,1.39,10.54,0.363,0.017,0.92,186.41
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,326.52,1575.44,536.2,37.79,865.36,19.21,5.52,68.86,16.989,0.26,18.59,536.96
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,489.68,1492.19,673.01,118.48,2547.54,34.49,4.99,61.75,15.034,0.164,20.52,489.57
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,537.54,1053.96,1767.31,68.73,227.62,4.93,1.63,20.35,4.65,0.063,1.34,228.89
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,528.9,1844.73,669.58,31.3,2148.37,30.35,6.1,105.31,14.383,0.194,39.14,546.21
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,195.86,881.1,1687.28,19.54,271.2,4.37,2.19,46.42,2.621,0.071,2.05,571.86
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,308.83,796.57,2181.55,52.78,365.35,5.91,1.91,34.59,4.114,0.044,1.54,336.71
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,640.72,1612.96,827.18,7.11,167.7,10.79,1.02,28.7,0.873,0.027,3.48,412.18
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,416.73,1544.55,572.11,116.78,997.19,29.99,5.88,72.75,16.826,0.249,18.27,584.01
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,550.39,1511.82,566.85,1.91,178.77,7.65,0.9,25.79,1.01,0.025,2.26,379.55
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,392.64,1923.06,600.68,27.4,523.26,12.95,7.39,66.77,25.314,0.335,8.48,747.35
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,399.44,1660.56,748.62,71.51,2059.5,34.07,6,77.2,17.229,0.175,23.68,526.69
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,480.42,1252.02,636.81,9.44,178.96,5.86,0.88,21.95,1.38,0.032,2.9,308.61
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,303.7,1017.3,1721.06,11,156.9,3.87,0.93,16.95,0.988,0.039,1.59,282.56
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,376.55,1506.81,1041.69,7.63,159.87,1.89,0.94,27.75,1.158,0.027,1.37,463.05
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,503.3,1484.11,4010.33,17.07,190.54,5.33,1.38,24.09,0.601,0.014,2.12,363.21
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,472.4,1537.94,708.62,35.11,1853.19,30.11,5.27,59.83,15.17,0.166,13.9,508.05
"Sedimentary Yerrida Group Johnson Cairn Fm N Yilgarn, WA, Australia",Sedimentary,0,461.8,1961.69,709,31.1,1341.09,48.55,6.37,52.97,17.926,0.226,9.2,644.87
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,8.42,19.47,36.53,8.97,195.36,2.7,0.56,8.87,0.115,0.007,1.79,201.97
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,16.79,48.91,30.24,1.62,274.73,2,0.12,4.76,0.062,0.007,0.6,125.37
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,62.82,165.24,313.24,3.74,729.13,44.54,1.89,30.95,1.104,0.007,4.26,712.99
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,30.12,89.06,156.46,1.53,392.33,16.07,0.81,16.1,0.23,0.007,1.94,401.38
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,48.49,96.11,130.19,1.68,669.96,26.75,0.54,16.15,0.208,0.007,2.07,376.56
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,28.88,121.55,134.79,2.52,640.02,15.69,0.79,14.99,0.451,0.005,2.07,358.95
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,62.16,114.13,117.59,5.99,593.14,33.67,0.77,15.48,0.327,0.016,1.98,365.97
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,80.72,148.15,161.92,3.7,929.58,46.11,0.72,17.3,0.256,0.007,2.28,395.7
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,32.27,115.38,63.4,9.29,402.56,6.62,0.35,8.06,0.161,0.007,3.01,204.55
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,11.56,54.43,61.01,0.09,514.39,2.11,0.17,5.16,0.13,0.007,0.36,112.51
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,14.29,35.96,33.4,2.79,141.83,4.18,0.17,5.85,0.13,0.007,0.84,133.1
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,16.45,42.18,61.51,3.61,275.19,9.13,0.42,8.13,0.167,0.007,1.17,199.03
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,31.22,57.12,52.45,15.55,293.21,19.44,0.41,8.66,0.539,0.006,4.08,220.03
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,7.84,59.49,70.31,2.45,300,1.23,0.51,4.94,0.1,0.01,0.23,109.36
"Sedimentary  Barney Creek Fm McArthur Basin, NT, Australia",Sedimentary,0,12.23,31.38,47.64,1.05,385.54,6.41,0.23,4.84,0.13,0.006,0.52,124.84
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,33.34,116.56,27.87,4.45,140.19,32.03,0.09,1.31,0.13,0.007,0.51,23.87
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,10.13,149.9,54.88,15.26,126.42,33.72,0.1,0.93,0.13,0.007,0.53,20.47
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,13.53,72.41,28.02,3.5,116.9,28.59,0.04,1.07,0.13,0.007,0.48,25.6
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,30.27,122.67,30.16,4.38,158.97,29.31,0.14,1.82,0.035,0.003,0.41,62
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,16.42,164.76,50.1,29,138.88,33.96,0.12,1.42,0.13,0.002,0.49,30.79
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,37.41,172.74,48.84,38.97,216.42,35.29,0.14,2.28,0.041,0.007,0.49,59.21
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,29.65,247.77,54.09,2.66,218.84,31.89,0.2,2.34,0.031,0.003,0.78,34.1
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,23.49,205.4,48.6,6.52,224.39,34.57,0.15,3.46,0.177,0.007,0.8,46.69
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,13.66,66.18,15.34,1.91,125.82,27.2,0.05,1.1,0.13,0.002,0.65,18.73
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,28.09,220.61,54.46,3.97,177.3,34.88,0.15,1.65,0.272,0.018,0.6,25.51
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,15.01,99.03,38.04,36.13,136.94,32.5,0.07,1.55,0.13,0.007,0.48,39.45
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,14.65,92.16,22.25,1.62,147.79,29.01,0.09,1.53,0.13,0.007,0.49,19.28
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,43.49,305.89,67.46,2.53,228.38,33.87,0.22,2.58,0.025,0.002,0.81,43.02
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,51.14,196.98,58.13,0.86,266.54,28.64,0.11,7.17,0.13,0.007,1.7,185.72
"Sedimentary NW Shelf Late Jurassic NW Shelf, WA, Australia",Sedimentary,0,121.8,497.4,101.82,5.7,738.36,39.02,0.46,7.05,0.047,0.006,1.37,241.06
SEDEX Don,SEDEX,1,10.76,5107.45,1243.08,19.83,1490.85,1.8,4.08,45.7,0.272,0.018,0.89,278.55
SEDEX Don,SEDEX,1,34.3,334.1,297.67,980.29,738.96,123.1,8.02,47.06,0.272,0.018,69.33,6869.57
SEDEX Don,SEDEX,1,6.06,774.94,1425.01,151.39,184.93,0.93,6.74,60.08,0.272,0.018,1.58,610.67
SEDEX Don,SEDEX,1,253.16,6109.08,4198.43,66.13,639.27,431.5,75.61,109.8,0.272,0.018,8.77,3012.59
SEDEX Don,SEDEX,1,8.39,771.88,1547.77,34.04,196.22,1.07,5.91,62.19,0.272,0.018,1.39,806.07
SEDEX Don,SEDEX,1,2.25,35.14,214.96,4765.13,802.35,7.43,0.58,4.49,0.272,0.018,4.39,2018.07
SEDEX Don,SEDEX,1,3.88,641.95,1987.23,50.21,153.13,0.55,5.02,38.41,0.272,0.018,0.89,618.09
SEDEX Don,SEDEX,1,93.2,4462.93,1186.21,47.86,1178.51,12.1,15.27,166.32,0.272,0.018,3.89,676.48
SEDEX Don,SEDEX,1,5.27,41.3,82.51,55.34,1727.4,19.71,3.59,6,0.272,0.018,16.59,4627.02
SEDEX Don,SEDEX,1,92.49,2596.65,472.25,35.12,446.42,59.98,26.49,172.08,0.272,0.018,28.93,404.56
SEDEX Don,SEDEX,1,186.66,1679.92,1021.68,10.73,722.61,41.33,15.3,71.3,0.272,0.018,1.46,1859.01
SEDEX Don,SEDEX,1,11.87,1979.17,8209.12,90.13,70.15,2.49,16.89,20.96,0.272,0.018,2.83,172.31
SEDEX Don,SEDEX,1,250.03,6837.42,3940.98,56.03,685.33,377.07,75.15,105.3,0.272,0.018,7.84,1757.7
SEDEX Don,SEDEX,1,25.51,892.53,2328.55,21.24,104.68,3.4,10.16,21.8,0.272,0.018,2.13,214.6
SEDEX Don,SEDEX,1,83.42,1132.02,638.07,66.48,670.89,361.48,115.64,518.9,0.272,0.018,27.09,1270.7
SEDEX Don,SEDEX,1,3.17,34.94,88.46,680.2,970.91,20.15,2.92,6.11,0.272,0.018,13.66,5370.72
SEDEX Don,SEDEX,1,1,32.84,28.87,2892.48,609.06,4.14,0.31,3.32,0.272,0.018,4.76,911.41
SEDEX Don,SEDEX,1,166.43,1335.95,3253.19,11.29,544.27,35.58,16.98,85.01,0.272,0.018,1.59,2477.73
SEDEX Don,SEDEX,1,188.89,699.95,3343.78,75.56,316.9,182.64,5.82,189.52,0.272,0.018,7.98,333.26
SEDEX Don,SEDEX,1,115.99,982.69,965.02,53.73,1239.02,298.61,28.42,482.87,0.272,0.018,17.47,3662.59
SEDEX Don,SEDEX,1,107.53,904.09,890.38,47.71,1274.22,294.76,24.26,417.05,0.272,0.018,14.18,3352.27
SEDEX Don,SEDEX,1,2.55,19.17,40.63,300.81,666.65,8.64,1.97,2.92,0.272,0.018,7.85,7151.79
SEDEX Don,SEDEX,1,4.48,90.45,840.84,23.55,533.79,48.88,3.32,72.75,0.272,0.018,12.17,7832.7
SEDEX Don,SEDEX,1,82.78,716.13,3573.24,14.93,498.06,11.02,13.6,93.19,0.272,0.018,2.55,2188.29
SEDEX Don,SEDEX,1,11.89,1138,4685.22,27.49,52.41,2.37,12.13,13.88,0.272,0.018,1.97,157.26
SEDEX Don,SEDEX,1,15.97,1116.04,3779.3,33.71,61.14,2.56,12.28,16.51,0.272,0.018,2.05,168.71
SEDEX Don,SEDEX,1,17.54,1141.42,4282.42,33.84,65.6,2.73,12.72,18.39,0.272,0.018,2.71,191.4
SEDEX Don,SEDEX,1,19.44,1405.44,2158.94,25.02,101.92,2.7,9.01,18.54,0.272,0.018,1.74,208.21
SEDEX Don,SEDEX,1,43.46,261.04,1454.79,62.17,117.41,39.73,2.4,51.83,0.272,0.018,6.36,80.86
SEDEX Don,SEDEX,1,51,362.13,1471.99,138.83,119.42,69.54,2.8,35.67,0.272,0.018,7.14,56.67
SEDEX Don,SEDEX,1,6.7,422.29,1575.09,51.04,175.77,1.45,6.54,57.67,0.272,0.018,1.37,605.87
SEDEX Don,SEDEX,1,7.71,619.21,1567.58,97.9,177.79,1.5,7.22,63.06,0.272,0.018,1.58,748.11
SEDEX Don,SEDEX,1,5.53,747.71,1060.13,114.3,178.96,1.05,6.43,57.7,0.272,0.018,1.36,791.88
SEDEX Don,SEDEX,1,24.33,383.71,2566.63,55.22,187.11,117.76,2.73,60.06,0.272,0.018,8.86,77.54
SEDEX Don,SEDEX,1,182.31,1135.12,588.5,45.26,187.59,270.26,6.46,94.08,0.272,0.018,6.48,144.22
SEDEX Don,SEDEX,1,3.38,348.55,1529.79,80.91,188.95,0.68,5.09,53.29,0.272,0.018,1.28,746.37
SEDEX Don,SEDEX,1,2.29,811.63,936.58,51.58,197.24,0.75,5.65,60.07,0.272,0.018,1.42,841.91
SEDEX Don,SEDEX,1,2.1,720.22,1050.39,79.07,209.69,0.59,8.8,65.14,0.272,0.018,1.7,844.83
